"","username","inputvalue","expected","label","firstlanguage","hearing","environment","equipment","experiment","foreignlanguages","startdate","enddate","url","acc_rating"
"22","VaHe26","s","s","<p>Click on the icon or press the space bar to hear the audio.</p><p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SAfinal_01_AJ-normalized.wav",1
"23","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZAfinal_01_AJ-normalized.wav",1
"24","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZAfinal_03_AJ-normalized.wav",1
"25","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SEfinal_01_NW-normalized.wav",1
"26","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZAfinal_04_NW-normalized.wav",1
"27","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZAfinal_02_NW-normalized.wav",1
"28","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZEfinal_02_NW-normalized.wav",1
"29","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZUfinal_05_NW-normalized.wav",1
"30","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SAfinal_05_AJ-normalized.wav",1
"31","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SEfinal_02_AJ-normalized.wav",1
"32","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZAfinal_01_NW-normalized.wav",1
"33","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SEfinal_03_AJ-normalized.wav",1
"34","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SEfinal_04_AJ-normalized.wav",1
"35","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SUfinal_03_AJ-normalized.wav",1
"36","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZAfinal_05_NW-normalized.wav",1
"37","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SEfinal_03_NW-normalized.wav",1
"38","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SAfinal_03_NW-normalized.wav",1
"39","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SUfinal_02_AJ-normalized.wav",1
"40","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SUfinal_04_NW-normalized.wav",1
"41","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZUfinal_04_AJ-normalized.wav",1
"42","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SAfinal_04_NW-normalized.wav",1
"43","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SAfinal_05_NW-normalized.wav",1
"44","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZUfinal_01_AJ-normalized.wav",1
"45","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZUfinal_02_AJ-normalized.wav",1
"46","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SUfinal_05_AJ-normalized.wav",1
"47","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SAfinal_02_NW-normalized.wav",1
"48","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SUfinal_01_AJ-normalized.wav",1
"49","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SAfinal_04_AJ-normalized.wav",1
"50","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZEfinal_01_AJ-normalized.wav",1
"51","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZEfinal_04_AJ-normalized.wav",1
"52","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SEfinal_05_AJ-normalized.wav",1
"53","VaHe26","z","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SEfinal_04_NW-normalized.wav",0
"54","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SAfinal_03_AJ-normalized.wav",1
"55","VaHe26","z","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SEfinal_02_NW-normalized.wav",0
"56","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SUfinal_02_NW-normalized.wav",1
"57","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZAfinal_04_AJ-normalized.wav",1
"58","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZEfinal_05_AJ-normalized.wav",1
"59","VaHe26","z","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SUfinal_01_NW-normalized.wav",0
"60","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SAfinal_01_AJ-normalized.wav",1
"61","VaHe26","z","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SUfinal_03_NW-normalized.wav",0
"62","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SAfinal_02_AJ-normalized.wav",1
"63","VaHe26","z","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SAfinal_01_NW-normalized.wav",0
"64","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZEfinal_01_NW-normalized.wav",1
"65","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZUfinal_01_NW-normalized.wav",1
"66","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZAfinal_05_AJ-normalized.wav",1
"67","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SEfinal_05_NW-normalized.wav",1
"68","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZEfinal_05_NW-normalized.wav",1
"69","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZEfinal_02_AJ-normalized.wav",1
"70","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZUfinal_02_NW-normalized.wav",1
"71","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZEfinal_03_NW-normalized.wav",1
"72","VaHe26","z","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SUfinal_05_NW-normalized.wav",0
"73","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SUfinal_04_AJ-normalized.wav",1
"74","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZUfinal_03_AJ-normalized.wav",1
"75","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SEfinal_01_AJ-normalized.wav",1
"76","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZUfinal_05_AJ-normalized.wav",1
"77","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZAfinal_03_NW-normalized.wav",1
"78","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZEfinal_03_AJ-normalized.wav",1
"79","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZAfinal_02_AJ-normalized.wav",1
"80","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZEfinal_04_NW-normalized.wav",1
"81","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZUfinal_04_NW-normalized.wav",1
"82","VaHe26","Ok, continue","null","<p>You have completed session one. Now comes session two.</p><p>You may take a short break if you wish.</p><p>You begin session two by clicking ""ok"".</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ping.wav",0
"83","VaHe26","Ok, continue","s","<p>Now you will hear ""s"" as in the first sound of ""see.""</p><p>Click on the icon or press the space bar to hear the audio.</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SE_01_AJ-normalized.wav",0
"84","VaHe26","Ok, continue","z","<p>Now you will hear ""z"" as in the first sound of ""zoo.""</p><p>Click on the icon or press the space bar to hear the audio.</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZU_01_NW-normalized.wav",0
"85","VaHe26","Yes","null","<p>Did you hear a difference?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ping.wav",0
"86","VaHe26","s","s","<p>Click on the icon or press the space bar to hear the audio.</p><p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SA_01_AJ-normalized.wav",1
"87","VaHe26","z","z","<p>Click on the icon or press the space bar to hear the audio.</p><p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZE_01_NW-normalized.wav",1
"88","VaHe26","s","s","<p>Click on the icon or press the space bar to hear the audio.</p><p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SU_01_AJ-normalized.wav",1
"89","VaHe26","z","z","<p>Click on the icon or press the space bar to hear the audio.</p><p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZA_01_NW-normalized.wav",1
"90","VaHe26","s","s","<p>Click on the icon or press the space bar to hear the audio.</p><p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SE_01_AJ-normalized.wav",1
"91","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZA_05_NW-normalized.wav",1
"92","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZA_01_AJ-normalized.wav",1
"93","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZE_01_AJ-normalized.wav",1
"94","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SU_01_AJ-normalized.wav",1
"95","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZE_02_NW-normalized.wav",1
"96","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZA_03_NW-normalized.wav",1
"97","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZU_01_AJ-normalized.wav",1
"98","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZU_03_AJ-normalized.wav",1
"99","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZA_02_AJ-normalized.wav",1
"100","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SE_02_NW-normalized.wav",1
"101","VaHe26","s","s","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/SA_05_AJ-normalized.wav",1
"102","VaHe26","z","z","<p>Did you hear ""s"" or ""z""?</p>",NA,NA,"home","in-ear","Fricatives #2",NA,2021-10-27,2021-10-27,"https://www.phonetik.uni-muenchen.de/forschung/Bas/Experimente/2511340/ZU_04_AJ-normalized.wav",1
